İlçe,Tarih,PM10 (µg/m3),PM2.5 (µg/m3),SO2 (µg/m3),CO (µg/m3),NO2 (µg/m3),NOX (µg/m3),NO (µg/m3),O3 (µg/m3),Maks_Sıcaklik_C,Toplam_Yağış_mm,Maks_Rüzgar_Hızı_kmh,average_traffic_index,Ay,Durum,Sağlık_Risk_Durumu
Tuzla,01.07.2025,,9.76,,703.58,42.82,60.66,11.63,,30.1,0.0,21.1,27.316305761592176,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,02.07.2025,,9.76,,612.33,27.83,36.47,5.64,38.84,28.3,0.0,17.3,27.275961631206247,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,03.07.2025,,9.76,,643.03,49.89,72.98,15.06,29.66,29.0,0.0,19.7,27.760562296924,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,04.07.2025,,9.76,,610.96,37.77,51.65,9.05,37.7,29.6,0.0,20.1,27.938707597174307,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,05.07.2025,,9.76,,598.17,30.8,44.68,9.03,43.07,31.2,0.0,21.8,22.858087371076465,7,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,06.07.2025,,9.76,,594.76,24.97,39.33,9.36,49.64,33.4,0.0,23.1,16.15650031335552,7,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,07.07.2025,,9.76,,616.94,36.85,56.36,12.71,37.84,33.8,0.0,17.5,25.042950693850802,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,08.07.2025,,9.76,3.88,628.37,,,,43.47,33.6,0.0,13.1,27.316305761592176,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,11.07.2025,,9.75,,550.36,17.66,88.11,45.91,46.3,29.5,0.0,21.1,27.938707597174307,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,13.07.2025,,9.75,,594.54,8.38,106.61,64.02,44.89,31.0,0.0,24.4,16.15650031335552,7,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,14.07.2025,,9.75,,586.3,12.24,86.34,48.27,45.8,32.2,0.0,22.4,25.042950693850802,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,15.07.2025,,9.75,0.25,609.94,12.45,76.47,41.75,46.53,32.4,0.0,27.6,27.316305761592176,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,16.07.2025,,9.75,0.34,596.72,16.52,85.35,44.86,47.79,33.0,0.0,20.8,27.275961631206247,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,17.07.2025,,9.75,,607.07,22.37,89.05,43.46,45.29,33.8,0.0,19.4,27.760562296924,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,18.07.2025,,9.75,,586.53,13.15,98.88,55.87,45.35,29.6,0.0,19.2,27.938707597174307,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,22.07.2025,,9.75,10.28,690.12,33.11,142.5,71.3,20.1,37.0,0.0,12.2,27.316305761592176,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,24.07.2025,,9.75,15.92,743.88,,,,29.91,35.5,0.0,24.1,27.760562296924,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,25.07.2025,,9.75,15.79,773.23,,,,30.95,34.9,0.0,22.7,27.938707597174307,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,26.07.2025,,9.74,13.91,781.07,20.56,97.18,49.97,36.2,33.7,0.0,29.1,22.858087371076465,7,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,27.07.2025,,9.74,18.04,873.27,50.4,120.35,45.64,39.38,36.6,0.0,13.3,16.15650031335552,7,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,28.07.2025,,9.74,21.07,946.5,100.64,209.63,71.05,25.05,35.4,0.0,16.5,25.042950693850802,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,29.07.2025,,9.74,20.33,908.34,93.77,219.86,82.22,24.11,33.3,0.0,13.0,27.316305761592176,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,30.07.2025,,9.74,16.08,874.44,66.57,170.04,67.53,30.33,30.7,1.1,22.3,27.275961631206247,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,31.07.2025,,9.74,13.57,764.61,37.77,134.26,62.95,41.84,30.0,0.0,25.7,27.760562296924,7,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,01.08.2025,,9.74,12.3,769.66,43.3,131.06,57.2,33.46,29.6,0.0,25.9,27.63363374070118,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,02.08.2025,,9.74,13.56,761.97,33.75,124.63,59.3,44.09,29.6,0.5,26.0,23.22409551698098,8,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,03.08.2025,,9.73,12.8,788.83,46.12,136.72,59.12,33.43,31.2,0.0,17.9,16.397754238796146,8,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,04.08.2025,,9.73,12.5,759.09,42.12,131.81,58.5,34.4,32.4,0.0,20.5,25.753115156071328,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,05.08.2025,,9.73,13.29,780.4,38.88,134.96,62.66,38.6,31.2,0.0,22.5,26.736208442740676,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,06.08.2025,,9.73,15.33,779.73,50.23,160.19,71.72,41.24,32.9,0.5,28.9,27.68476651612756,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,07.08.2025,,9.73,10.3,795.06,59.89,165.88,69.12,38.78,30.6,0.5,22.3,28.777982820863436,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,08.08.2025,,9.73,9.54,776.59,44.29,161.88,76.68,48.25,31.2,0.7,25.3,27.63363374070118,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,09.08.2025,,9.73,8.0,760.35,38.44,139.79,66.15,41.13,30.5,0.0,23.5,23.22409551698098,8,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,10.08.2025,,9.73,8.15,763.2,53.99,184.84,85.32,36.89,31.8,0.0,27.2,16.397754238796146,8,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,11.08.2025,,9.72,9.69,736.26,39.94,121.63,53.23,42.29,31.7,0.0,23.9,25.753115156071328,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,12.08.2025,,9.72,9.54,743.78,40.59,117.02,49.78,43.54,30.5,0.0,25.7,26.736208442740676,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,13.08.2025,,9.72,9.04,722.47,37.12,124.87,57.21,46.44,29.4,0.0,26.3,27.68476651612756,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,14.08.2025,,9.72,9.39,701.75,33.55,108.02,48.52,47.27,29.4,0.0,30.0,28.777982820863436,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,15.08.2025,,9.72,9.37,692.68,34.08,102.71,44.65,50.1,28.9,0.0,32.9,27.63363374070118,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,16.08.2025,,9.72,10.14,683.11,31.04,102.69,46.64,46.34,28.2,0.0,28.8,23.22409551698098,8,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,17.08.2025,,9.72,12.85,720.74,39.82,120.32,52.49,46.27,29.2,0.0,20.9,16.397754238796146,8,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,18.08.2025,,9.72,11.48,773.08,69.38,176.79,70.02,29.42,26.9,1.8,12.4,25.753115156071328,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,19.08.2025,,9.72,11.27,734.74,53.64,151.19,63.64,30.42,29.0,0.0,18.1,26.736208442740676,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,20.08.2025,,9.72,11.69,723.0,49.08,135.22,56.17,27.69,28.0,1.1,15.2,27.68476651612756,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,21.08.2025,,9.71,11.87,762.17,82.42,173.92,59.64,23.71,30.8,0.0,15.3,28.777982820863436,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,22.08.2025,,9.71,15.8,828.69,120.59,235.41,74.82,28.76,32.1,0.0,8.4,27.63363374070118,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,23.08.2025,,9.71,16.5,778.97,77.03,179.21,66.64,39.66,29.8,0.0,20.5,23.22409551698098,8,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,24.08.2025,,9.71,10.03,702.25,55.63,148.15,60.34,34.63,28.1,1.1,15.8,16.397754238796146,8,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,25.08.2025,,9.71,6.79,662.49,51.52,121.36,45.47,35.77,27.5,0.0,23.8,25.753115156071328,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,26.08.2025,,9.71,5.18,689.5,44.48,115.59,46.36,29.14,27.2,0.0,20.9,26.736208442740676,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,27.08.2025,,9.7,6.85,731.65,19.6,85.92,43.22,45.06,27.4,0.0,25.4,27.68476651612756,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,28.08.2025,,9.7,9.69,751.86,24.12,95.86,46.73,47.27,27.9,0.0,24.8,28.777982820863436,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,29.08.2025,,9.7,14.21,809.21,27.34,102.0,48.63,46.84,30.0,0.0,19.1,27.63363374070118,8,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,30.08.2025,,9.7,16.14,889.06,47.93,136.05,57.43,36.28,27.8,0.0,10.4,23.22409551698098,8,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,31.08.2025,,9.7,22.55,942.03,61.06,160.93,65.09,31.31,33.6,0.0,12.9,16.397754238796146,8,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,01.09.2025,,9.7,19.45,804.92,46.35,118.68,47.16,47.04,29.3,0.3,13.5,28.788381539713317,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,02.09.2025,,9.7,18.64,798.39,40.02,112.45,47.22,37.79,30.3,0.0,14.2,30.801271206206007,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,03.09.2025,,9.7,17.41,810.93,26.17,100.61,48.53,43.36,31.0,0.0,21.6,31.059736282012434,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,04.09.2025,,9.7,17.65,770.49,18.74,82.49,41.57,53.64,29.7,0.0,25.7,32.6573507457618,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,05.09.2025,,9.7,16.2,780.15,18.1,81.21,41.13,67.6,29.0,0.0,24.4,33.004713384178494,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,06.09.2025,,9.7,11.27,844.88,34.85,104.06,45.11,43.49,23.1,11.7,17.8,30.045414795196745,9,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,07.09.2025,,9.7,12.02,810.15,27.6,103.8,49.65,36.04,25.2,0.2,19.6,22.162579691181943,9,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,08.09.2025,,9.69,12.94,806.37,31.6,100.43,44.86,33.13,25.5,0.9,16.0,28.788381539713317,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,09.09.2025,,9.69,14.9,902.28,46.32,135.33,58.02,26.44,26.3,0.5,12.0,30.801271206206007,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,13.09.2025,,9.69,12.59,745.96,19.45,80.97,40.09,41.24,26.7,0.2,22.3,30.045414795196745,9,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,14.09.2025,,9.69,11.45,715.8,9.64,50.13,26.4,50.59,25.2,0.0,22.5,22.162579691181943,9,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,15.09.2025,,9.69,12.47,738.32,24.36,70.08,29.81,40.91,26.2,0.0,19.3,28.788381539713317,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,16.09.2025,,9.69,15.63,832.13,49.88,110.99,39.81,27.02,26.8,0.0,14.3,30.801271206206007,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,17.09.2025,,9.69,15.63,795.11,41.86,96.9,35.88,35.92,28.5,0.1,18.8,31.059736282012434,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,18.09.2025,,9.68,8.23,736.8,26.35,71.55,29.47,37.14,22.5,2.0,20.2,32.6573507457618,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,19.09.2025,,9.68,6.82,770.83,41.52,96.65,35.94,25.46,23.0,0.0,18.6,33.004713384178494,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,20.09.2025,,9.68,5.45,758.99,33.8,67.15,21.76,34.08,24.6,0.0,19.9,30.045414795196745,9,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,21.09.2025,,9.68,9.14,750.29,22.67,56.1,21.81,37.75,25.7,0.0,22.7,22.162579691181943,9,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,22.09.2025,,9.68,14.23,739.97,25.17,65.3,26.13,38.38,28.3,0.0,19.5,28.788381539713317,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,23.09.2025,,9.68,16.49,782.21,38.57,86.15,31.02,32.65,25.6,0.0,14.4,30.801271206206007,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,24.09.2025,,9.68,15.27,784.83,39.18,81.88,27.83,33.32,25.2,0.0,13.9,31.059736282012434,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,25.09.2025,,9.68,16.41,721.33,20.88,37.77,11.03,49.07,24.8,0.2,22.4,32.6573507457618,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,26.09.2025,,9.68,,711.34,18.15,45.11,17.52,43.9,23.1,0.1,29.3,33.004713384178494,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,27.09.2025,,9.68,,675.52,25.11,94.03,44.9,26.49,21.2,0.0,25.5,30.045414795196745,9,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,28.09.2025,,9.67,,733.53,31.36,105.77,48.46,23.17,21.8,0.0,20.2,22.162579691181943,9,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,29.09.2025,,9.67,,838.11,57.32,156.4,64.59,12.36,18.2,7.7,11.2,28.788381539713317,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,30.09.2025,,9.67,,779.58,57.0,168.97,73.05,10.52,19.9,0.3,13.2,30.801271206206007,9,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,01.10.2025,,9.67,,796.06,59.0,156.0,63.27,,21.1,0.0,16.6,31.735211470217013,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,02.10.2025,,9.67,,722.5,42.29,113.13,46.14,20.42,23.2,0.0,24.6,32.78034127440995,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,03.10.2025,,9.67,18.35,853.73,68.57,186.06,76.59,,24.7,9.6,10.7,31.148445222491286,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,04.10.2025,,9.67,10.09,793.67,52.27,153.9,66.3,,21.2,2.4,21.2,30.771237100587914,10,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,05.10.2025,,9.67,11.47,860.3,52.76,165.65,73.6,,21.0,1.3,14.1,22.304501314408412,10,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,06.10.2025,,9.67,15.75,874.76,63.56,198.35,87.82,,23.0,0.1,15.9,28.02525183722555,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,08.10.2025,,9.67,,2766.32,38.05,133.58,62.31,12.25,17.4,3.8,15.8,31.735211470217013,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,09.10.2025,,9.67,25.79,2641.25,36.61,130.0,60.87,15.87,16.3,14.6,23.1,32.78034127440995,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,10.10.2025,,9.67,26.7,2602.91,56.22,198.18,92.53,15.21,18.8,1.7,14.0,31.148445222491286,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,11.10.2025,,9.66,6.98,2572.82,60.7,198.73,89.98,,16.7,7.9,17.8,30.771237100587914,10,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,12.10.2025,,9.66,,2529.28,54.65,196.01,92.15,,16.9,2.3,11.5,22.304501314408412,10,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,13.10.2025,,9.66,13.1,2427.59,57.0,230.88,113.31,,18.9,0.1,11.7,28.02525183722555,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,14.10.2025,,9.65,9.26,2290.07,45.8,187.8,92.55,,18.8,0.6,11.4,30.75783507366508,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,15.10.2025,,9.65,,2211.43,43.95,186.61,92.96,,19.1,0.2,12.8,31.735211470217013,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,16.10.2025,,9.65,8.68,2032.72,30.87,146.85,75.61,14.26,18.3,0.6,20.1,32.78034127440995,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,17.10.2025,,9.65,16.05,2001.25,32.96,172.42,90.88,11.69,21.5,0.0,17.0,31.148445222491286,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,18.10.2025,,9.65,9.61,2004.08,39.52,168.06,83.77,,20.1,0.8,8.5,30.771237100587914,10,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,19.10.2025,,9.65,21.34,2748.21,42.24,196.78,100.77,,16.6,21.4,15.0,22.304501314408412,10,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,20.10.2025,,9.65,17.07,2807.29,39.4,175.53,88.7,,18.5,0.0,15.7,28.02525183722555,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,21.10.2025,,9.65,23.79,3035.2,52.15,157.4,68.06,,19.8,0.0,10.5,30.75783507366508,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,22.10.2025,,9.65,26.35,3434.17,67.79,200.95,86.8,,20.3,1.2,7.7,31.735211470217013,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,25.10.2025,,9.65,22.86,2858.2,29.26,103.83,48.64,,19.2,43.3,19.6,30.771237100587914,10,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,26.10.2025,,9.65,21.86,3042.54,48.5,189.63,91.99,,21.6,0.0,10.0,22.304501314408412,10,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,27.10.2025,,9.65,27.46,2839.74,41.02,175.34,87.55,,24.2,8.6,27.2,28.02525183722555,10,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,01.11.2025,,9.65,,2228.6,57.7,257.54,130.28,,21.0,0.0,13.5,30.479297618579714,11,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,02.11.2025,,9.64,,1853.16,38.97,147.51,70.75,9.41,20.9,0.0,11.7,22.265505519789798,11,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,03.11.2025,,9.64,2.33,1956.33,47.93,210.17,105.79,,19.3,0.0,6.9,30.177699947431854,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,05.11.2025,,9.64,1.53,1331.12,22.02,133.13,72.22,18.23,19.5,1.0,18.0,34.29724991743888,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,06.11.2025,,9.64,3.99,1248.14,23.92,148.67,80.85,23.07,19.9,0.1,17.8,34.21581398771336,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,07.11.2025,,9.64,5.6,1289.54,26.88,158.99,86.09,11.54,20.7,2.8,12.1,33.57599030697701,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,08.11.2025,,9.63,4.2,1384.84,30.55,210.83,117.52,,21.0,0.0,9.4,30.479297618579714,11,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,09.11.2025,,9.63,4.05,1585.05,29.19,225.46,127.99,,22.1,0.0,9.0,22.265505519789798,11,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,10.11.2025,,9.63,4.15,1544.81,31.17,295.12,172.08,,20.9,0.0,8.8,30.177699947431854,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,11.11.2025,,9.63,5.53,1155.01,30.34,219.68,123.42,,18.1,11.0,15.4,32.80257383217455,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,12.11.2025,,9.63,3.07,782.85,22.28,129.15,69.67,8.34,16.5,10.0,17.7,34.29724991743888,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,13.11.2025,,9.63,1.4,792.16,27.07,178.43,98.61,,16.3,0.3,9.8,34.21581398771336,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,14.11.2025,,9.63,,862.27,33.87,200.92,108.88,,15.1,0.4,9.1,33.57599030697701,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,15.11.2025,,9.63,,841.93,34.08,187.72,100.19,,14.9,0.0,7.3,30.479297618579714,11,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,16.11.2025,,9.63,,837.71,28.74,182.51,100.24,,15.9,0.0,9.7,22.265505519789798,11,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,17.11.2025,,9.63,,961.2,56.36,269.75,139.09,,18.9,0.0,10.8,30.177699947431854,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,20.11.2025,,9.63,20.47,1243.29,106.89,344.08,154.6,2.45,19.4,0.0,12.6,34.21581398771336,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,21.11.2025,,9.62,20.81,1187.16,106.27,346.09,156.36,3.57,21.1,0.0,12.1,33.57599030697701,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,25.11.2025,,9.62,20.45,928.62,74.98,269.67,126.95,5.21,15.3,0.0,8.3,32.80257383217455,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,26.11.2025,,9.62,20.67,968.3,93.48,301.47,135.6,1.86,16.9,0.1,15.0,34.29724991743888,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,27.11.2025,,9.62,21.52,1189.62,118.52,392.56,178.62,1.52,19.5,0.0,9.0,34.21581398771336,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,28.11.2025,,9.62,21.93,952.15,93.7,290.1,128.01,1.47,18.8,0.1,19.6,33.57599030697701,11,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,29.11.2025,,9.62,23.95,710.03,67.14,204.43,89.52,4.1,14.1,5.1,13.1,30.479297618579714,11,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,30.11.2025,,9.62,23.85,633.2,50.99,178.52,83.18,17.5,14.3,2.4,14.6,22.265505519789798,11,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,01.12.2025,,9.62,20.71,619.57,56.37,186.78,85.07,13.55,12.3,8.4,13.6,31.95469146727864,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,02.12.2025,,9.62,17.19,1031.45,63.52,235.44,112.05,1.75,13.8,0.0,8.6,34.28114765911812,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,03.12.2025,,9.62,16.78,1162.02,44.91,201.18,101.7,1.76,14.7,0.0,8.1,34.60007890694416,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,04.12.2025,,9.62,19.06,1146.2,44.74,195.71,98.43,2.56,15.5,0.0,9.5,35.41946852185181,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,05.12.2025,,9.62,22.79,1127.5,53.22,196.82,93.62,1.15,18.4,0.0,10.5,35.62211498794527,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,06.12.2025,,9.61,24.06,815.94,29.97,97.35,43.96,14.35,18.9,0.0,14.4,29.396214743100337,12,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,07.12.2025,,9.61,25.5,830.95,20.08,62.1,27.36,11.72,14.0,18.0,21.5,18.912461075195083,12,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,08.12.2025,,9.61,32.72,1512.78,,,38.17,18.22,11.6,4.2,20.6,31.95469146727864,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,09.12.2025,,9.61,23.26,1875.23,21.33,73.59,34.03,12.09,10.8,0.0,15.8,34.28114765911812,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,10.12.2025,,9.61,19.18,1865.41,26.29,93.65,42.88,8.57,12.1,0.0,8.8,34.60007890694416,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,11.12.2025,,9.61,17.31,1978.23,37.36,151.98,74.69,5.26,13.7,0.1,8.5,35.41946852185181,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,12.12.2025,,9.61,17.22,1931.13,44.87,182.98,90.07,2.78,12.5,0.1,10.1,35.62211498794527,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,13.12.2025,,9.61,15.14,1668.54,23.93,79.83,36.44,9.55,13.0,1.8,15.0,29.396214743100337,12,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,14.12.2025,,9.61,14.3,1558.17,20.47,75.84,36.09,10.76,11.6,0.6,11.2,18.912461075195083,12,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,15.12.2025,,9.61,12.79,1617.07,30.45,123.43,60.62,6.94,11.0,0.2,16.7,31.95469146727864,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,16.12.2025,,9.61,12.58,1717.73,43.03,183.62,91.67,3.2,11.3,0.0,11.3,34.28114765911812,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,17.12.2025,,9.61,11.91,1583.21,47.68,175.72,83.45,3.42,13.2,0.0,9.9,34.60007890694416,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,18.12.2025,,9.61,11.41,1663.25,46.97,241.75,126.98,2.1,12.0,0.0,8.5,35.41946852185181,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,19.12.2025,,9.61,12.38,1806.63,52.59,330.45,181.12,1.58,13.0,0.0,10.0,35.62211498794527,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,20.12.2025,,9.6,14.15,1388.72,34.21,135.61,66.17,4.75,14.1,0.1,14.3,29.396214743100337,12,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,21.12.2025,,9.6,16.12,1467.99,43.66,142.95,64.74,2.76,12.9,1.1,5.8,18.912461075195083,12,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,22.12.2025,,9.6,16.85,1364.43,44.89,158.59,74.15,3.31,12.0,4.6,13.2,31.95469146727864,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,23.12.2025,,9.59,17.36,979.0,27.0,85.65,38.23,14.45,12.8,3.5,14.8,34.28114765911812,12,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,06.01.2026,,9.59,19.91,2100.13,44.74,121.92,50.3,11.98,16.2,0.0,14.2,33.54760790886879,1,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,08.01.2026,,9.58,28.34,1822.24,14.81,63.37,30.04,35.26,14.9,20.1,38.4,31.598885204617027,1,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,09.01.2026,,9.58,17.8,1719.38,14.68,51.55,23.88,34.85,8.0,0.3,23.1,33.06707575060253,1,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,10.01.2026,,9.58,17.92,1648.52,12.88,53.85,25.86,37.77,15.7,5.8,34.6,26.215340131818753,1,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,11.01.2026,,9.58,19.21,1587.65,,,26.35,38.98,12.0,36.1,33.1,18.268452754740476,1,Hafta Sonu,Düşük Risk (Güvenli)
Tuzla,12.01.2026,,9.58,12.72,1518.2,16.87,64.76,30.35,35.6,4.1,5.5,24.6,30.64301259324631,1,Hafta İçi,Düşük Risk (Güvenli)
Tuzla,13.01.2026,,9.58,7.58,1558.48,26.96,73.86,30.59,29.59,4.3,1.5,14.3,33.54760790886879,1,Hafta İçi,Düşük Risk (Güvenli)
